Sexo;Grupos de edad;Hábitat de procedencia;Valor absoluto y porcentaje;periodo;Total
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2020;33,0
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2019;25,6
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2018;24,0
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2017;33,1
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2016;24,7
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2015;27,2
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2014;39,6
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2013;33,6
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2012;27,5
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2011;27,3
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2010;29,0
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2009;35,3
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2008;36,5
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2007;37,7
Varones;De 20 a 29;Urbano (procedencia);Porcentaje;2006;28,7
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2020;18,9
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2019;21,7
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2018;18,4
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2017;14,1
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2016;11,3
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2015;20,1
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2014;7,6
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2013;11,1
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2012;17,6
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2011;5,3
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2010;6,3
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2009;14,9
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2008;21,8
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2007;29,0
Varones;De 20 a 29;Extranjero (procedencia);Valor absoluto;2006;34,7
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2020;27,2
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2019;32,6
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2018;30,5
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2017;21,3
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2016;20,8
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2015;40,4
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2014;22,5
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2013;33,4
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2012;39,3
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2011;14,7
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2010;15,9
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2009;24,2
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2008;24,4
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2007;34,2
Varones;De 20 a 29;Extranjero (procedencia);Porcentaje;2006;33,5
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2020;59,5
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2019;63,8
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2018;58,7
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2017;53,7
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2016;54,0
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2015;53,6
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2014;58,6
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2013;38,4
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2012;71,2
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2011;76,5
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2010;66,8
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2009;82,0
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2008;79,1
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2007;104,5
Varones;De 30 a 39;Total (procedencia);Valor absoluto;2006;136,7
Varones;De 30 a 39;Total (procedencia);Porcentaje;2020;32,4
Varones;De 30 a 39;Total (procedencia);Porcentaje;2019;29,9
Varones;De 30 a 39;Total (procedencia);Porcentaje;2018;25,5
Varones;De 30 a 39;Total (procedencia);Porcentaje;2017;25,3
Varones;De 30 a 39;Total (procedencia);Porcentaje;2016;24,7
Varones;De 30 a 39;Total (procedencia);Porcentaje;2015;25,3
Varones;De 30 a 39;Total (procedencia);Porcentaje;2014;26,8
Varones;De 30 a 39;Total (procedencia);Porcentaje;2013;22,2
Varones;De 30 a 39;Total (procedencia);Porcentaje;2012;32,0
Varones;De 30 a 39;Total (procedencia);Porcentaje;2011;35,4
Varones;De 30 a 39;Total (procedencia);Porcentaje;2010;28,5
Varones;De 30 a 39;Total (procedencia);Porcentaje;2009;30,1
Varones;De 30 a 39;Total (procedencia);Porcentaje;2008;27,1
Varones;De 30 a 39;Total (procedencia);Porcentaje;2007;27,2
Varones;De 30 a 39;Total (procedencia);Porcentaje;2006;35,8
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2020;5,5
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2019;4,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2018;8,3
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2017;2,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2016;9,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2015;15,2
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2014;8,7
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2013;5,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2012;7,3
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2011;18,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2010;11,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2009;11,9
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2008;14,8
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2007;17,3
Varones;De 30 a 39;Rural (procedencia);Valor absoluto;2006;20,5
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2020;23,4
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2019;21,5
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2018;20,7
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2017;12,5
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2016;30,6
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2015;36,1
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2014;25,6
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2013;17,9
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2012;24,1
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2011;46,4
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2010;28,7
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2009;30,3
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2008;35,8
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2007;24,4
Varones;De 30 a 39;Rural (procedencia);Porcentaje;2006;36,5
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2020;31,2
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2019;41,3
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2018;29,6
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2017;31,6
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2016;25,7
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2015;27,0
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2014;41,2
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2013;28,4
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2012;53,3
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2011;51,3
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2010;46,2
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2009;57,0
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2008;44,7
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2007;69,6
Varones;De 30 a 39;Urbano (procedencia);Valor absoluto;2006;90,0
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2020;34,4
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2019;33,3
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2018;22,8
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2017;25,7
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2016;19,5
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2015;22,5
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2014;27,3
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2013;26,6
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2012;36,1
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2011;36,8
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2010;30,1
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2009;33,4
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2008;27,7
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2007;30,4
Varones;De 30 a 39;Urbano (procedencia);Porcentaje;2006;40,4
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2020;22,8
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2019;17,6
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2018;20,9
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2017;19,2
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2016;18,3
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2015;11,3
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2014;8,7
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2013;4,1
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2012;10,6
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2011;6,4
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2010;8,7
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2009;13,0
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2008;19,5
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2007;17,6
Varones;De 30 a 39;Extranjero (procedencia);Valor absoluto;2006;26,2
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2020;32,8
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2019;26,4
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2018;34,5
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2017;29,2
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2016;33,6
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2015;22,7
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2014;25,7
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2013;12,3
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2012;23,7
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2011;17,8
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2010;22,0
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2009;21,0
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2008;21,8
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2007;20,8
Varones;De 30 a 39;Extranjero (procedencia);Porcentaje;2006;25,3
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2020;30,6
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2019;43,2
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2018;41,7
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2017;35,6
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2016;34,5
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2015;30,2
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2014;21,6
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2013;26,0
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2012;24,7
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2011;24,3
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2010;19,2
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2009;41,3
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2008;29,8
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2007;35,3
Varones;De 40 a 49;Total (procedencia);Valor absoluto;2006;32,1
Varones;De 40 a 49;Total (procedencia);Porcentaje;2020;16,7
Varones;De 40 a 49;Total (procedencia);Porcentaje;2019;20,2
Varones;De 40 a 49;Total (procedencia);Porcentaje;2018;18,1
Varones;De 40 a 49;Total (procedencia);Porcentaje;2017;16,8
Varones;De 40 a 49;Total (procedencia);Porcentaje;2016;15,8
Varones;De 40 a 49;Total (procedencia);Porcentaje;2015;14,3
Varones;De 40 a 49;Total (procedencia);Porcentaje;2014;9,9
Varones;De 40 a 49;Total (procedencia);Porcentaje;2013;15,1
Varones;De 40 a 49;Total (procedencia);Porcentaje;2012;11,1
Varones;De 40 a 49;Total (procedencia);Porcentaje;2011;11,2
Varones;De 40 a 49;Total (procedencia);Porcentaje;2010;8,2
Varones;De 40 a 49;Total (procedencia);Porcentaje;2009;15,2
Varones;De 40 a 49;Total (procedencia);Porcentaje;2008;10,2
Varones;De 40 a 49;Total (procedencia);Porcentaje;2007;9,2
Varones;De 40 a 49;Total (procedencia);Porcentaje;2006;8,4
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2020;7,2
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2019;6,2
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2018;11,8
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2017;8,2
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2016;6,4
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2015;6,1
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2014;7,2
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2013;5,7
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2012;3,9
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2011;3,7
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2010;2,8
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2009;4,3
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2008;3,4
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2007;8,9
Varones;De 40 a 49;Rural (procedencia);Valor absoluto;2006;6,5
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2020;30,8
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2019;26,9
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2018;29,7
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2017;35,6
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2016;19,7
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2015;14,5
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2014;21,2
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2013;17,4
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2012;13,0
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2011;9,1
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2010;6,8
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2009;11,0
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2008;8,2
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2007;12,5
Varones;De 40 a 49;Rural (procedencia);Porcentaje;2006;11,5
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2020;15,4
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2019;31,2
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2018;23,4
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2017;22,3
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2016;23,7
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2015;16,6
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2014;12,7
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2013;13,1
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2012;15,4
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2011;18,7
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2010;15,8
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2009;25,3
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2008;17,7
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2007;22,6
Varones;De 40 a 49;Urbano (procedencia);Valor absoluto;2006;17,0
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2020;17,0
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2019;25,1
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2018;18,1
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2017;18,1
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2016;18,0
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2015;13,9
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2014;8,4
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2013;12,3
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2012;10,5
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2011;13,4
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2010;10,3
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2009;14,8
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2008;10,9
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2007;9,9
Varones;De 40 a 49;Urbano (procedencia);Porcentaje;2006;7,6
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2020;7,9
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2019;5,9
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2018;6,5
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2017;5,1
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2016;4,4
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2015;7,5
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2014;1,7
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2013;7,2
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2012;5,3
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2011;1,9
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2010;0,6
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2009;11,6
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2008;8,7
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2007;3,8
Varones;De 40 a 49;Extranjero (procedencia);Valor absoluto;2006;8,6
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2020;11,4
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2019;8,9
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2018;10,7
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2017;7,7
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2016;8,1
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2015;15,1
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2014;5,0
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2013;21,7
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2012;11,9
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2011;5,2
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2010;1,6
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2009;18,9
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2008;9,7
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2007;4,4
Varones;De 40 a 49;Extranjero (procedencia);Porcentaje;2006;8,3
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2020;13,2
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2019;14,5
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2018;24,6
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2017;16,1
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2016;16,5
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2015;21,5
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2014;17,6
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2013;15,6
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2012;10,8
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2011;15,2
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2010;15,5
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2009;9,8
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2008;17,3
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2007;20,2
Varones;De 50 a 64;Total (procedencia);Valor absoluto;2006;16,3
Varones;De 50 a 64;Total (procedencia);Porcentaje;2020;7,2
Varones;De 50 a 64;Total (procedencia);Porcentaje;2019;6,8
Varones;De 50 a 64;Total (procedencia);Porcentaje;2018;10,7
Varones;De 50 a 64;Total (procedencia);Porcentaje;2017;7,6
Varones;De 50 a 64;Total (procedencia);Porcentaje;2016;7,5
Varones;De 50 a 64;Total (procedencia);Porcentaje;2015;10,1
Varones;De 50 a 64;Total (procedencia);Porcentaje;2014;8,1
Varones;De 50 a 64;Total (procedencia);Porcentaje;2013;9,0
Varones;De 50 a 64;Total (procedencia);Porcentaje;2012;4,8
Varones;De 50 a 64;Total (procedencia);Porcentaje;2011;7,0
Varones;De 50 a 64;Total (procedencia);Porcentaje;2010;6,6
Varones;De 50 a 64;Total (procedencia);Porcentaje;2009;3,6
Varones;De 50 a 64;Total (procedencia);Porcentaje;2008;5,9
Varones;De 50 a 64;Total (procedencia);Porcentaje;2007;5,2
Varones;De 50 a 64;Total (procedencia);Porcentaje;2006;4,3
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2020;1,9
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2019;2,9
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2018;4,8
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2017;2,9
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2016;2,6
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2015;3,5
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2014;2,7
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2013;5,3
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2012;3,0
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2011;3,1
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2010;2,4
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2009;1,5
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2008;5,7
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2007;4,5
Varones;De 50 a 64;Rural (procedencia);Valor absoluto;2006;3,0
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2020;8,2
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2019;12,8
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2018;12,2
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2017;12,5
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2016;8,0
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2015;8,3
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2014;8,0
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2013;16,0
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2012;10,0
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2011;7,5
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2010;5,7
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2009;3,9
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2008;13,7
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2007;6,3
Varones;De 50 a 64;Rural (procedencia);Porcentaje;2006;5,3
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2020;5,1
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2019;7,4
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2018;15,8
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2017;7,1
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2016;10,3
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2015;17,3
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2014;11,6
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2013;7,6
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2012;5,9
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2011;9,0
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2010;10,9
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2009;6,1
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2008;7,9
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2007;12,4
Varones;De 50 a 64;Urbano (procedencia);Valor absoluto;2006;7,6
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2020;5,7
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2019;5,9
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2018;12,2
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2017;5,8
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2016;7,8
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2015;14,4
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2014;7,7
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2013;7,1
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2012;4,0
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2011;6,5
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2010;7,1
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2009;3,5
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2008;4,9
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2007;5,4
Varones;De 50 a 64;Urbano (procedencia);Porcentaje;2006;3,4
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2020;6,2
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2019;4,2
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2018;4,0
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2017;6,1
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2016;3,6
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2015;0,7
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2014;3,3
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2013;2,7
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2012;1,8
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2011;3,2
Varones;De 50 a 64;Extranjero (procedencia);Valor absoluto;2010;2,2
